Student_ID,Department,Exam_Date,Exam_Duration,Login_Time,Logout_Time,Tab_Switch_Count,Mobile_Detected,Multiple_Face_Detected,Noise_Level,Eye_Movement_Score,Head_Movement_Score,Copy_Paste_Attempts,Browser_Minimized_Count,Suspicious_Key_Presses,Internet_Disconnection_Count,Answer_Similarity_Score,IP_Address_Changes,Webcam_Disabled_Count,Mic_Disabled_Count,Typing_Speed,Exam_Submission_Time,Malpractice_Label
STU00719,AIML,2026-03-04,120,10:09:00,12:04:00,1,1,1,38.02,31.57,37.95,1,1,4,2,48.26,0,0,0,81.03,12:04:00,1
STU00720,CIVIL,2026-03-14,120,14:08:00,15:03:00,0,1,0,14.34,6.09,10.58,0,1,1,1,9.08,0,0,0,36.33,15:02:00,0
STU00721,MECH,2026-02-19,90,10:07:00,10:57:00,3,1,1,61.01,68.74,59.09,2,1,5,1,65.42,0,2,2,96.24,10:55:00,1
STU00722,ECE,2026-02-15,60,14:07:00,14:59:00,15,0,1,72.25,80.87,94.18,10,8,25,7,82.17,1,4,1,51.11,14:58:00,1
STU00723,MECH,2026-03-21,60,14:08:00,14:55:00,0,0,1,7.6,27.22,14.65,0,0,0,0,20.64,0,0,0,25.7,14:52:00,0
STU00724,CSE,2026-01-18,120,14:10:00,15:09:00,9,1,1,77.83,87.92,96.43,7,6,8,2,90.94,2,2,5,30.9,15:07:00,1
STU00725,IT,2026-02-21,120,10:02:00,11:19:00,0,1,0,21.92,17.98,34.82,0,1,2,1,24.26,0,0,0,50.79,11:17:00,0
STU00726,MECH,2026-02-08,90,10:08:00,11:36:00,0,0,0,20.93,8.54,29.47,0,0,1,1,21.71,0,0,0,27.25,11:34:00,0
STU00727,ECE,2026-02-15,60,09:04:00,09:44:00,7,0,1,81.36,92.91,84.93,9,8,21,5,92.07,4,4,3,8.86,09:41:00,1
STU00728,CIVIL,2026-01-30,90,09:00:00,09:35:00,0,1,0,23.35,16.89,32.98,0,0,2,1,17.85,0,0,0,42.22,09:34:00,0
STU00729,ECE,2026-01-13,120,09:00:00,10:10:00,0,0,1,23.8,34.56,28.78,0,0,2,1,29.78,0,0,0,65.46,10:08:00,0
STU00730,DS,2026-03-16,120,10:09:00,11:14:00,3,1,0,46.18,50.85,29.4,1,1,1,2,39.68,1,0,0,60.22,11:13:00,1
STU00731,CIVIL,2026-02-02,120,10:08:00,12:02:00,1,0,0,20.23,8.72,8.0,0,0,1,0,32.58,0,0,0,60.16,12:02:00,0
STU00732,ECE,2026-01-23,90,09:02:00,09:44:00,3,0,1,20.45,31.89,45.54,0,0,1,2,41.3,0,1,1,47.42,09:43:00,1
STU00733,DS,2026-01-08,60,14:10:00,14:45:00,1,1,1,24.57,25.26,19.45,0,1,2,1,40.52,0,0,0,45.23,14:42:00,1
STU00734,EEE,2026-02-25,60,09:04:00,09:50:00,3,1,1,52.07,69.26,54.18,3,5,4,3,78.87,1,0,2,83.14,09:50:00,1
STU00735,DS,2026-01-08,60,09:01:00,09:42:00,11,1,1,93.49,93.51,99.97,8,9,10,4,90.0,1,4,5,67.24,09:42:00,1
STU00736,MECH,2026-03-20,120,10:04:00,11:37:00,4,0,1,63.85,51.05,69.97,2,2,6,3,78.47,2,0,1,84.58,11:36:00,1
STU00737,AIML,2026-03-22,90,14:06:00,15:02:00,1,0,0,29.58,22.39,20.96,0,0,0,1,33.96,0,0,0,55.52,15:00:00,0
STU00738,CIVIL,2026-03-18,120,10:03:00,11:44:00,0,0,0,15.26,18.27,18.97,0,1,2,0,5.3,0,0,0,67.12,11:42:00,0
STU00739,IT,2026-02-19,90,09:03:00,09:44:00,1,0,0,7.6,16.34,11.76,0,0,1,1,19.87,0,0,0,47.02,09:43:00,0
STU00740,DS,2026-01-09,60,14:04:00,14:48:00,5,1,0,66.77,71.97,55.21,3,2,5,3,77.57,1,2,2,90.56,14:45:00,1
STU00741,ECE,2026-01-25,60,10:03:00,10:47:00,0,1,0,14.33,9.9,19.6,0,0,0,1,28.71,0,0,0,29.57,10:47:00,0
STU00742,CSE,2026-02-24,60,09:01:00,09:45:00,1,0,0,44.79,27.44,47.93,1,1,4,0,46.29,1,1,0,16.79,09:45:00,1
STU00743,CSE,2026-02-28,90,14:08:00,15:37:00,13,1,0,81.91,98.73,87.25,9,12,16,6,91.38,5,3,3,67.2,15:34:00,1
STU00744,MECH,2026-01-10,120,14:07:00,15:48:00,2,1,0,25.78,28.61,33.41,1,1,5,0,36.92,1,0,1,27.68,15:47:00,1
STU00745,AIML,2026-01-06,120,10:10:00,11:58:00,1,0,0,10.93,32.67,7.58,0,0,1,0,24.47,0,0,0,30.01,11:56:00,0
STU00746,CIVIL,2026-02-05,120,14:03:00,14:37:00,0,0,0,23.11,23.24,8.54,0,0,2,0,26.35,0,0,0,29.2,14:35:00,0
STU00747,CSE,2026-02-08,120,09:04:00,10:55:00,1,1,0,22.14,34.81,30.34,0,1,0,0,8.83,0,0,0,60.63,10:53:00,0
STU00748,IT,2026-03-27,60,09:02:00,10:05:00,0,0,0,5.51,23.24,5.25,0,1,1,1,42.8,0,0,0,27.85,10:02:00,0
STU00749,CIVIL,2026-02-13,60,10:02:00,10:48:00,1,0,0,23.59,9.14,20.91,0,0,1,0,44.89,0,0,0,60.24,10:47:00,0
STU00750,IT,2026-03-04,120,10:03:00,11:29:00,6,1,1,46.61,68.22,53.78,2,2,8,4,61.44,1,1,2,24.37,11:26:00,1
STU00751,MECH,2026-03-09,120,09:00:00,10:25:00,3,0,1,46.01,26.78,30.7,1,2,4,2,64.92,1,0,1,72.92,10:23:00,1
STU00752,AIML,2026-03-22,120,10:08:00,11:09:00,1,0,0,22.62,5.73,32.28,0,0,1,1,26.83,0,0,0,37.04,11:08:00,0
STU00753,CSE,2026-02-05,60,10:00:00,10:34:00,5,1,1,43.23,62.42,72.35,2,2,7,2,66.25,0,0,0,53.39,10:34:00,1
STU00754,AIML,2026-03-23,120,14:09:00,15:10:00,7,0,1,50.07,67.44,70.68,1,4,6,1,82.15,0,2,0,42.99,15:07:00,1
STU00755,CSE,2026-02-07,90,10:09:00,11:03:00,1,1,0,14.33,7.39,12.02,0,0,2,0,38.45,0,0,0,69.57,11:00:00,0
STU00756,CIVIL,2026-03-14,60,14:00:00,14:45:00,1,0,0,7.86,9.71,8.9,0,1,1,1,42.58,0,0,0,64.93,14:45:00,0
STU00757,MECH,2026-01-13,90,09:05:00,09:39:00,0,0,0,18.89,18.47,31.83,0,0,0,0,42.68,0,0,0,59.59,09:38:00,0
STU00758,AIML,2026-01-04,90,09:02:00,09:43:00,5,1,1,69.02,71.23,48.32,3,5,8,1,69.49,0,0,1,49.47,09:40:00,1
STU00759,DS,2026-03-28,120,09:03:00,09:41:00,3,0,0,32.14,28.63,25.69,1,2,1,0,45.86,1,0,0,53.44,09:39:00,1
STU00760,DS,2026-01-06,90,14:05:00,15:37:00,1,0,1,36.42,41.64,52.13,0,1,4,2,35.64,1,0,0,41.54,15:35:00,1
STU00761,AIML,2026-02-13,60,10:08:00,10:59:00,6,1,0,65.42,68.62,61.6,1,5,7,1,78.1,1,1,1,87.43,10:57:00,1
STU00762,DS,2026-02-25,60,14:05:00,14:58:00,14,0,1,73.72,76.14,86.17,6,6,14,7,95.99,4,5,4,85.05,14:56:00,1
STU00763,IT,2026-03-18,120,14:04:00,15:27:00,0,0,0,18.8,25.02,33.79,0,0,1,0,25.84,0,0,0,41.62,15:26:00,0
STU00764,IT,2026-01-15,60,10:06:00,11:00:00,3,0,1,47.58,65.68,52.77,4,2,8,3,65.82,2,1,0,19.66,10:59:00,1
STU00765,AIML,2026-01-31,60,09:09:00,10:10:00,3,1,1,67.55,75.1,56.47,4,3,4,1,68.56,2,0,2,16.26,10:09:00,1
STU00766,CIVIL,2026-03-22,120,09:05:00,09:41:00,14,1,0,69.86,86.69,94.11,4,6,17,2,93.24,3,1,4,40.5,09:39:00,1
STU00767,CIVIL,2026-02-01,90,14:09:00,14:58:00,1,1,1,19.73,15.8,30.78,0,1,0,1,18.39,0,0,0,28.41,14:57:00,1
STU00768,DS,2026-03-16,60,14:03:00,14:51:00,0,0,0,5.73,24.17,12.74,0,1,1,1,20.18,0,0,0,30.76,14:48:00,0
STU00769,CIVIL,2026-02-08,90,10:08:00,11:22:00,9,1,0,73.56,79.35,80.85,7,7,21,8,97.43,2,5,5,66.56,11:19:00,1
STU00770,IT,2026-01-09,120,10:07:00,11:57:00,0,0,0,16.84,31.5,5.25,0,1,1,0,24.6,0,0,0,66.9,11:56:00,0
STU00771,MECH,2026-03-29,120,14:04:00,15:32:00,1,0,0,25.06,6.02,9.27,0,1,2,0,40.8,0,0,0,39.62,15:30:00,0
STU00772,IT,2026-01-01,120,14:09:00,16:06:00,3,0,1,41.0,38.04,47.37,1,0,4,0,46.64,0,0,0,47.16,16:04:00,1
STU00773,CIVIL,2026-01-28,90,14:04:00,15:22:00,1,0,0,12.08,18.68,17.84,0,0,2,1,14.1,0,0,0,42.16,15:22:00,0
STU00774,ECE,2026-02-09,120,14:10:00,15:39:00,1,0,1,26.45,51.16,31.88,0,0,5,0,62.52,1,0,1,22.59,15:38:00,1
STU00775,EEE,2026-02-02,90,10:06:00,11:16:00,0,1,0,7.45,9.7,30.38,0,0,2,1,6.42,0,0,0,39.91,11:15:00,0
STU00776,IT,2026-01-23,90,09:03:00,10:21:00,1,1,0,14.45,30.59,14.61,0,1,1,1,15.75,0,0,0,36.69,10:20:00,0
STU00777,CIVIL,2026-01-29,120,10:00:00,11:18:00,1,1,1,11.03,29.23,34.33,0,0,1,1,18.94,0,0,0,54.46,11:15:00,1
STU00778,MECH,2026-01-21,120,14:09:00,15:19:00,17,1,0,97.34,90.93,78.14,10,11,19,7,90.57,5,3,4,129.06,15:17:00,1
STU00779,ECE,2026-01-10,60,10:04:00,10:38:00,2,0,1,38.46,29.77,49.6,0,0,4,0,50.67,0,0,1,37.49,10:37:00,1
STU00780,DS,2026-03-25,90,10:06:00,10:52:00,0,0,1,14.44,13.0,17.28,0,1,1,0,35.11,0,0,0,50.92,10:49:00,0
STU00781,AIML,2026-02-28,90,14:00:00,14:52:00,0,1,0,16.59,14.67,5.03,0,0,0,1,8.1,0,0,0,44.48,14:52:00,0
STU00782,MECH,2026-03-16,90,09:09:00,10:07:00,3,0,0,46.16,40.65,30.32,0,1,5,0,43.83,0,0,0,32.16,10:06:00,0
STU00783,ECE,2026-03-29,90,09:09:00,09:52:00,14,1,1,85.57,93.39,77.92,7,5,9,4,82.24,2,2,1,68.4,09:50:00,1
STU00784,CIVIL,2026-02-11,90,10:06:00,11:22:00,0,0,0,28.76,15.9,26.21,0,0,2,1,22.43,0,0,0,68.46,11:22:00,0
STU00785,AIML,2026-01-25,60,09:08:00,09:49:00,1,0,0,16.1,7.01,26.17,0,1,0,0,23.7,0,0,0,29.47,09:49:00,0
STU00786,EEE,2026-02-22,60,09:04:00,09:55:00,0,1,0,8.07,32.71,17.36,0,1,2,0,28.14,0,0,0,69.11,09:55:00,0
STU00787,CIVIL,2026-01-03,120,10:03:00,10:45:00,0,0,0,29.11,11.21,19.56,0,0,0,1,35.35,0,0,0,66.34,10:42:00,0
STU00788,AIML,2026-02-07,60,09:03:00,09:51:00,0,0,1,8.11,17.32,11.08,0,1,1,0,43.57,0,0,0,43.44,09:50:00,0
STU00789,ECE,2026-02-10,120,14:06:00,15:47:00,2,1,0,22.18,33.77,26.81,0,2,5,1,60.71,0,1,0,28.09,15:44:00,1
STU00790,AIML,2026-02-26,60,14:01:00,14:58:00,3,0,1,42.39,41.74,38.89,1,1,3,1,63.5,1,1,1,36.88,14:55:00,1
STU00791,ECE,2026-03-07,90,09:00:00,09:35:00,1,0,0,16.86,27.19,23.26,0,1,0,0,6.42,0,0,0,66.0,09:33:00,0
STU00792,CIVIL,2026-02-25,60,14:07:00,14:46:00,2,1,0,38.37,27.73,45.68,1,0,4,2,41.28,1,1,0,83.99,14:43:00,1
STU00793,EEE,2026-01-27,60,14:07:00,15:00:00,2,0,1,21.9,29.75,43.72,0,1,5,1,46.51,1,1,0,64.73,14:58:00,1
STU00794,CSE,2026-03-27,90,14:00:00,14:59:00,0,0,0,21.33,12.58,34.0,0,0,0,0,29.9,0,0,0,34.53,14:57:00,0
STU00795,IT,2026-01-31,90,09:09:00,10:36:00,10,1,1,97.01,78.53,94.29,7,8,8,5,80.58,3,5,4,33.18,10:34:00,1
STU00796,EEE,2026-02-18,60,10:03:00,10:49:00,1,0,0,39.65,47.57,38.93,1,2,3,2,50.79,1,0,1,39.39,10:49:00,1
STU00797,EEE,2026-03-02,120,14:03:00,15:26:00,5,1,1,69.35,62.12,52.61,2,1,10,3,79.35,0,1,2,12.49,15:26:00,1
STU00798,AIML,2026-03-19,90,10:02:00,11:17:00,15,1,0,94.31,81.28,89.48,6,9,13,2,82.39,4,1,1,44.65,11:17:00,1
STU00799,DS,2026-01-08,120,10:07:00,10:52:00,1,0,0,9.09,11.32,31.78,0,1,2,0,39.6,0,0,0,30.57,10:49:00,0
STU00800,AIML,2026-01-06,90,10:04:00,11:10:00,0,0,0,21.88,29.72,5.05,0,0,0,1,21.66,0,0,0,61.23,11:09:00,0
STU00801,ECE,2026-02-16,60,14:06:00,15:00:00,1,1,0,35.97,50.63,39.08,1,1,3,1,56.56,0,1,1,55.23,14:58:00,1
STU00802,EEE,2026-03-25,90,10:08:00,11:40:00,1,0,0,28.67,21.52,30.92,0,0,1,1,17.01,0,0,0,51.32,11:37:00,0
STU00803,EEE,2026-03-30,120,14:04:00,14:50:00,1,0,1,18.37,12.16,10.27,0,0,0,1,29.17,0,0,0,68.46,14:47:00,0
STU00804,IT,2026-02-18,90,10:06:00,10:58:00,7,1,1,55.16,53.14,55.26,3,2,5,4,62.78,1,2,1,88.75,10:58:00,1
STU00805,EEE,2026-01-09,90,10:06:00,11:08:00,8,0,1,91.26,87.84,93.62,10,7,8,2,91.65,1,5,5,118.23,11:07:00,1
STU00806,CSE,2026-02-18,60,09:01:00,09:58:00,11,1,1,94.42,75.59,87.17,3,10,15,8,81.36,2,5,1,12.72,09:55:00,1
STU00807,IT,2026-01-21,120,14:06:00,15:22:00,0,0,0,20.22,28.58,15.2,0,0,2,1,37.43,0,0,0,46.58,15:21:00,0
STU00808,EEE,2026-04-01,60,09:08:00,10:08:00,1,0,1,19.72,27.26,6.78,0,1,2,1,25.33,0,0,0,68.19,10:06:00,0
STU00809,MECH,2026-01-09,60,10:07:00,10:51:00,1,0,0,19.1,5.69,26.81,0,0,0,0,40.13,0,0,0,59.06,10:50:00,0
STU00810,MECH,2026-02-13,120,14:04:00,14:39:00,0,0,1,5.15,6.91,13.71,0,0,0,1,11.61,0,0,0,67.19,14:37:00,0
STU00811,MECH,2026-03-06,60,14:00:00,14:52:00,1,1,0,27.46,20.6,9.98,0,0,2,1,27.81,0,0,0,68.23,14:51:00,0
STU00812,CIVIL,2026-03-21,120,09:00:00,10:35:00,1,0,0,18.55,25.39,9.43,0,1,1,1,22.25,0,0,0,41.97,10:33:00,0
STU00813,AIML,2026-01-10,60,09:05:00,09:55:00,0,0,1,27.86,20.58,25.7,0,0,1,1,29.11,0,0,0,63.47,09:54:00,0
STU00814,DS,2026-03-12,60,09:06:00,10:02:00,0,0,0,18.74,15.33,20.49,0,1,2,1,13.19,0,0,0,26.03,10:01:00,0
STU00815,CIVIL,2026-02-24,60,14:05:00,14:44:00,1,1,0,27.82,9.83,12.79,0,0,0,1,12.92,0,0,0,42.81,14:43:00,0
STU00816,CIVIL,2026-02-02,60,10:00:00,10:49:00,1,0,0,9.18,6.55,34.41,0,0,2,1,9.16,0,0,0,54.87,10:49:00,0
STU00817,ECE,2026-01-31,120,09:10:00,10:57:00,0,0,0,5.13,32.14,18.25,0,0,0,1,31.27,0,0,0,35.54,10:55:00,0
STU00818,DS,2026-01-22,90,10:03:00,11:08:00,5,1,0,50.81,58.25,68.95,1,3,5,2,77.81,0,0,0,61.97,11:05:00,1
STU00819,DS,2026-02-17,120,14:10:00,15:13:00,0,0,0,9.46,26.26,31.08,0,0,2,0,21.16,0,0,0,38.62,15:11:00,0
STU00820,ECE,2026-02-18,90,14:02:00,15:18:00,17,1,1,92.69,95.57,92.57,7,11,18,7,90.95,3,3,1,121.87,15:17:00,1
STU00821,IT,2026-03-21,120,09:00:00,09:33:00,1,0,1,15.45,34.05,10.37,0,1,1,0,12.94,0,0,0,55.66,09:33:00,0
STU00822,CIVIL,2026-03-30,60,14:01:00,14:34:00,2,0,0,42.26,27.86,30.99,0,1,2,0,61.81,0,1,1,34.18,14:33:00,1
STU00823,IT,2026-01-25,90,14:04:00,15:09:00,1,0,0,15.2,20.85,8.42,0,0,2,0,24.17,0,0,0,33.21,15:09:00,0
STU00824,DS,2026-02-03,60,10:05:00,10:40:00,1,1,0,6.9,25.65,26.81,0,0,2,0,7.87,0,0,0,33.62,10:37:00,0
STU00825,EEE,2026-02-09,60,14:03:00,14:50:00,2,0,1,25.5,57.99,49.79,1,0,1,1,51.63,1,1,1,77.81,14:50:00,1
STU00826,CSE,2026-01-14,60,14:07:00,14:37:00,3,1,1,42.6,43.35,36.14,1,2,3,1,46.35,0,0,0,23.43,14:37:00,1
STU00827,MECH,2026-02-15,60,14:05:00,14:57:00,1,0,1,17.39,13.0,25.71,0,0,1,1,43.24,0,0,0,25.35,14:54:00,0
STU00828,CSE,2026-01-03,90,09:04:00,10:33:00,1,1,1,19.26,19.78,9.35,0,1,2,1,44.57,0,0,0,36.99,10:32:00,1
STU00829,CSE,2026-02-13,90,09:09:00,10:25:00,0,0,0,12.89,32.6,22.12,0,1,1,1,13.46,0,0,0,63.89,10:22:00,0
STU00830,AIML,2026-03-08,120,14:02:00,15:32:00,16,1,1,90.53,83.36,93.12,3,5,11,8,85.22,1,1,2,106.84,15:29:00,1
STU00831,ECE,2026-03-05,60,09:10:00,10:08:00,1,1,0,22.42,16.04,32.8,0,1,2,1,7.07,0,0,0,56.18,10:08:00,0
STU00832,IT,2026-02-15,90,10:03:00,10:45:00,16,0,1,76.0,75.44,81.05,5,7,15,5,86.8,2,5,2,103.18,10:42:00,1
STU00833,EEE,2026-03-08,90,09:05:00,10:12:00,1,0,1,24.91,31.1,12.9,0,0,2,1,9.79,0,0,0,37.46,10:10:00,0
STU00834,ECE,2026-03-18,90,09:03:00,09:56:00,2,0,0,46.73,25.13,30.24,1,2,3,1,56.3,0,1,0,46.89,09:55:00,1
STU00835,DS,2026-01-07,120,09:08:00,11:07:00,0,0,0,14.18,18.61,7.94,0,1,0,1,14.88,0,0,0,25.24,11:07:00,0
STU00836,ECE,2026-03-21,90,09:09:00,10:17:00,1,1,1,14.51,13.05,16.45,0,0,1,0,44.73,0,0,0,34.86,10:14:00,0
STU00837,AIML,2026-02-11,60,10:08:00,10:44:00,6,0,0,67.71,76.15,63.13,4,1,7,2,61.66,1,2,0,88.37,10:42:00,1
STU00838,DS,2026-01-22,120,14:02:00,15:35:00,0,0,0,6.03,25.51,24.8,0,1,2,0,41.83,0,0,0,25.16,15:33:00,0
STU00839,CIVIL,2026-03-10,90,09:04:00,09:49:00,1,0,0,19.54,18.62,10.66,0,0,0,0,44.1,0,0,0,33.81,09:48:00,0
STU00840,CSE,2026-02-24,60,14:08:00,14:41:00,3,1,1,38.06,57.1,40.02,0,0,2,2,57.89,0,0,1,20.25,14:41:00,1
STU00841,AIML,2026-01-19,60,10:08:00,11:10:00,0,1,0,29.68,21.26,33.94,0,1,0,1,25.98,0,0,0,62.41,11:08:00,0
STU00842,CIVIL,2026-04-01,90,14:10:00,15:20:00,3,1,1,70.24,65.54,69.83,1,3,6,1,75.8,1,1,0,62.65,15:19:00,1
STU00843,AIML,2026-01-14,90,14:05:00,14:56:00,1,0,0,20.1,13.23,31.79,0,1,0,1,36.21,0,0,0,57.24,14:53:00,0
STU00844,DS,2026-01-31,60,10:04:00,10:44:00,1,1,0,22.23,32.11,46.63,1,2,1,1,55.28,1,1,1,66.14,10:42:00,1
STU00845,DS,2026-01-31,60,14:05:00,14:46:00,1,1,1,28.02,21.6,15.51,0,1,1,1,42.53,0,0,0,57.21,14:45:00,1
STU00846,IT,2026-04-01,90,10:08:00,11:20:00,0,0,0,20.08,29.02,5.14,0,1,2,0,9.4,0,0,0,66.4,11:18:00,0
STU00847,AIML,2026-01-10,120,09:08:00,09:38:00,1,0,0,14.33,34.52,32.64,0,1,2,0,26.69,0,0,0,43.56,09:38:00,0
STU00848,CIVIL,2026-01-25,90,10:10:00,11:35:00,3,0,0,41.01,49.99,29.61,0,1,5,0,61.24,0,0,1,30.38,11:34:00,1
STU00849,DS,2026-02-03,60,14:01:00,14:52:00,0,0,1,8.91,9.92,25.97,0,0,1,1,6.22,0,0,0,39.89,14:51:00,0
STU00850,ECE,2026-01-25,120,10:02:00,11:16:00,13,1,0,86.97,83.84,78.65,5,12,18,5,90.69,4,1,3,9.33,11:14:00,1
STU00851,CIVIL,2026-02-10,90,14:05:00,15:23:00,1,0,1,12.48,13.84,12.17,0,0,0,1,23.26,0,0,0,45.87,15:23:00,0
STU00852,CIVIL,2026-02-19,120,09:10:00,10:57:00,0,1,0,29.2,30.63,9.08,0,0,0,1,13.19,0,0,0,61.13,10:55:00,0
STU00853,IT,2026-02-03,120,14:06:00,15:23:00,1,0,0,9.14,11.4,27.54,0,0,0,0,18.48,0,0,0,64.52,15:20:00,0
STU00854,IT,2026-03-31,120,09:00:00,09:35:00,6,0,0,47.79,65.15,72.34,1,1,6,1,69.54,2,1,1,46.38,09:34:00,1
STU00855,AIML,2026-03-28,120,09:10:00,10:43:00,0,1,0,13.48,24.91,5.58,0,0,0,0,37.05,0,0,0,65.49,10:43:00,0
STU00856,CSE,2026-03-13,90,10:08:00,10:54:00,0,0,0,13.41,30.04,30.57,0,1,1,1,27.19,0,0,0,26.25,10:52:00,0
STU00857,AIML,2026-01-17,90,14:05:00,15:20:00,1,1,1,29.95,11.9,13.34,0,0,1,0,23.93,0,0,0,68.93,15:17:00,0
STU00858,DS,2026-03-22,60,09:02:00,09:57:00,3,0,0,29.47,29.27,29.0,0,2,1,0,64.15,0,0,1,62.33,09:54:00,0
STU00859,CSE,2026-02-02,90,14:05:00,15:03:00,1,0,0,15.8,25.97,28.88,0,0,1,0,28.85,0,0,0,57.68,15:03:00,0
STU00860,CSE,2026-02-06,120,14:04:00,15:49:00,12,1,0,82.81,81.65,76.56,10,7,15,7,83.18,3,1,1,66.46,15:46:00,1
STU00861,CSE,2026-02-14,90,14:02:00,15:09:00,1,0,0,25.57,45.53,25.48,1,1,1,1,36.9,0,1,1,49.56,15:08:00,1
STU00862,CIVIL,2026-03-12,90,10:10:00,11:09:00,0,1,0,17.77,19.12,12.34,0,0,2,0,32.43,0,0,0,42.81,11:09:00,0
STU00863,CSE,2026-01-29,60,10:10:00,10:53:00,1,0,1,7.13,20.27,10.97,0,1,1,0,8.31,0,0,0,33.67,10:51:00,0
STU00864,EEE,2026-01-26,90,10:04:00,10:53:00,1,0,1,20.26,30.15,11.08,0,1,0,0,34.0,0,0,0,36.48,10:50:00,0
STU00865,DS,2026-02-09,90,09:08:00,09:49:00,0,0,0,10.91,6.0,14.68,0,1,1,1,25.06,0,0,0,28.0,09:49:00,0
STU00866,DS,2026-02-24,60,09:03:00,09:46:00,0,1,0,28.33,11.3,24.18,0,0,1,0,39.63,0,0,0,53.03,09:43:00,0
STU00867,AIML,2026-02-16,120,09:01:00,10:51:00,1,0,0,23.72,30.18,13.08,0,0,1,1,44.02,0,0,0,50.51,10:49:00,0
STU00868,IT,2026-02-15,60,14:08:00,14:39:00,0,1,0,15.32,23.68,30.55,0,0,0,0,43.86,0,0,0,41.64,14:38:00,0
STU00869,MECH,2026-02-28,60,14:04:00,14:38:00,0,1,1,26.59,10.2,28.82,0,1,2,1,29.02,0,0,0,28.21,14:38:00,1
STU00870,IT,2026-01-06,60,10:03:00,10:54:00,0,1,1,10.75,20.36,18.95,0,1,1,0,25.99,0,0,0,56.74,10:54:00,0
STU00871,DS,2026-01-23,90,09:07:00,10:02:00,0,0,0,5.81,34.1,5.12,0,0,1,0,13.76,0,0,0,31.33,09:59:00,0
STU00872,AIML,2026-02-20,90,14:08:00,15:26:00,17,1,1,84.47,85.56,99.32,4,11,20,7,87.21,1,3,2,89.27,15:23:00,1
STU00873,IT,2026-03-11,60,14:10:00,15:04:00,0,0,1,28.61,10.06,8.06,0,1,0,0,37.06,0,0,0,44.46,15:01:00,0
STU00874,AIML,2026-03-08,90,09:08:00,10:11:00,1,0,0,21.28,55.47,28.06,1,2,3,0,62.2,0,1,1,72.17,10:10:00,1
STU00875,AIML,2026-01-28,90,09:05:00,10:28:00,0,0,1,12.47,5.72,19.15,0,0,1,1,33.32,0,0,0,41.16,10:26:00,0
STU00876,ECE,2026-02-08,120,10:09:00,11:29:00,2,0,1,28.26,52.36,49.82,0,1,1,0,39.12,1,0,1,39.0,11:27:00,1
STU00877,AIML,2026-03-03,90,09:07:00,10:05:00,1,0,0,10.06,26.93,33.83,0,0,2,1,20.8,0,0,0,51.24,10:04:00,0
STU00878,IT,2026-01-01,90,14:10:00,14:48:00,15,1,1,83.15,82.02,84.37,4,9,21,5,92.76,4,5,1,119.05,14:48:00,1
STU00879,DS,2026-01-04,60,09:05:00,09:50:00,1,1,1,13.91,9.72,25.21,0,0,1,0,41.34,0,0,0,49.51,09:47:00,0
STU00880,CSE,2026-03-29,90,09:08:00,09:49:00,0,1,0,26.0,18.04,23.42,0,0,0,1,28.82,0,0,0,53.45,09:47:00,0
STU00881,CSE,2026-02-13,120,14:00:00,15:15:00,0,0,0,9.99,22.4,29.48,0,1,0,1,20.61,0,0,0,60.98,15:13:00,0
STU00882,MECH,2026-04-01,120,14:07:00,15:52:00,3,1,1,47.17,79.19,77.4,4,4,6,4,75.67,0,1,2,103.11,15:51:00,1
STU00883,CSE,2026-03-31,90,14:04:00,15:00:00,4,1,1,60.86,70.35,48.26,3,1,4,4,70.26,1,0,2,22.84,15:00:00,1
STU00884,MECH,2026-01-28,60,14:05:00,14:42:00,2,0,0,44.73,56.31,27.26,0,0,4,0,40.39,0,0,0,70.38,14:42:00,0
STU00885,EEE,2026-03-17,90,14:06:00,15:06:00,1,0,0,16.39,34.61,29.65,0,1,0,0,20.29,0,0,0,37.14,15:05:00,0
STU00886,ECE,2026-01-01,90,14:01:00,15:28:00,0,0,0,18.41,29.34,24.66,0,0,2,1,25.47,0,0,0,66.86,15:28:00,0
STU00887,CIVIL,2026-01-16,90,10:04:00,11:27:00,3,0,0,46.63,54.26,34.19,1,0,3,1,64.56,1,0,1,34.02,11:27:00,1
STU00888,AIML,2026-01-02,120,14:06:00,15:46:00,1,1,0,7.49,12.95,18.28,0,0,2,1,44.39,0,0,0,59.86,15:44:00,0
STU00889,DS,2026-01-06,90,10:00:00,11:06:00,0,0,1,8.07,16.48,15.77,0,1,2,0,23.42,0,0,0,40.43,11:06:00,0
STU00890,CSE,2026-03-28,120,09:09:00,10:43:00,1,0,0,20.44,18.61,5.97,0,1,0,1,44.43,0,0,0,49.3,10:40:00,0
STU00891,MECH,2026-01-26,90,14:09:00,14:55:00,1,0,0,30.97,54.05,49.42,0,1,2,0,61.5,1,0,1,66.95,14:55:00,1
STU00892,IT,2026-03-07,60,09:02:00,10:01:00,1,0,0,14.44,13.07,32.52,0,1,1,0,33.06,0,0,0,44.14,09:59:00,0
STU00893,EEE,2026-01-26,120,14:02:00,15:11:00,1,0,0,21.87,42.21,45.46,0,2,2,2,59.15,0,0,0,37.09,15:09:00,0
STU00894,CSE,2026-03-10,60,14:06:00,14:55:00,1,0,0,7.95,30.41,17.52,0,0,2,1,20.92,0,0,0,54.71,14:54:00,0
